user_ptr_id,created_at_date,date_join_cohort,score_three_parts,score_five_parts,booking_id,status,booking_type,promo_code,booking_date,pickup_date,return_date,booking_charge_less_discount,count(*),initial_date,max_created_at_date
627415,07/01/2024,2024-06,322,533,289088,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,157.99,1,07/01/2024,07/03/2024
627441,07/01/2024,2024-06,322,533,288928,"Rental Started",Monthly,NULL,2024-07-02,2024-07-02,2024-08-01,1686.9,1,07/01/2024,07/03/2024
627518,07/01/2024,2024-06,322,522,289199,"Rental Started",daily,NULL,2024-07-03,2024-07-04,2024-07-07,437.94,1,07/01/2024,07/03/2024
627576,07/01/2024,2024-06,322,533,289093,"Rental Started",Monthly,NULL,2024-07-02,2024-07-02,2024-08-01,2925.9,1,07/01/2024,07/03/2024
627900,07/01/2024,2024-06,311,511,289261,"Rental Started",Weekly,NULL,2024-07-03,2024-07-03,2024-07-10,998.97,1,07/01/2024,07/03/2024
627947,07/01/2024,2024-06,322,523,289274,"Vendor Assigned",daily,EZB1141150,2024-07-03,2024-07-06,2024-07-07,79.98,1,07/01/2024,07/03/2024
628182,07/01/2024,2024-06,322,532,289323,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-09,576.9899999999999,1,07/01/2024,07/03/2024
628207,07/01/2024,2024-06,321,531,289922,"Rental Started",daily,EZENBD,2024-07-04,2024-07-04,2024-07-06,143.98399999999998,1,07/01/2024,07/03/2024
628239,07/01/2024,2024-06,311,511,289162,"Rental Ended",daily,NULL,2024-07-02,2024-07-03,2024-07-04,79.99,1,07/01/2024,07/03/2024
628581,07/01/2024,2024-06,321,521,289189,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,159.98,1,07/01/2024,07/03/2024
628954,07/01/2024,2024-06,322,543,289578,"Rental Started",daily,NULL,2024-07-04,2024-07-04,2024-07-09,577.95,1,07/01/2024,07/03/2024
629023,07/01/2024,2024-06,321,522,288984,"Rental Started",daily,NULL,2024-07-02,2024-07-03,2024-07-06,277.02,1,07/01/2024,07/03/2024
629133,07/01/2024,2024-06,321,521,289422,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-05,248.98,1,07/01/2024,07/03/2024
629551,07/01/2024,2024-06,312,513,289962,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-07,397.98,1,07/01/2024,07/03/2024
629560,07/01/2024,2024-06,311,512,288927,"Vendor Assigned",daily,NULL,2024-07-02,2024-07-06,2024-07-07,285.977,1,07/01/2024,07/03/2024
629741,07/01/2024,2024-06,323,534,289108,"Rental Started",Weekly,NULL,2024-07-02,2024-07-02,2024-07-09,628.95,1,07/01/2024,07/03/2024
629895,07/01/2024,2024-06,322,533,289952,"Rental Started",Monthly,NULL,2024-07-04,2024-07-05,2024-08-04,1798.8,1,07/01/2024,07/03/2024
629914,07/01/2024,2024-06,321,521,289119,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,79.99,1,07/01/2024,07/03/2024
630166,07/01/2024,2024-06,322,533,289058,"Rental Started",daily,NULL,2024-07-02,2024-07-02,2024-07-05,278.97,1,07/01/2024,07/03/2024
630282,07/01/2024,2024-06,321,522,289373,"Rental Started",daily,NULL,2024-07-03,2024-07-03,2024-07-06,236.07,1,07/01/2024,07/03/2024
630308,07/01/2024,2024-06,321,522,289654,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-06,89.99,1,07/01/2024,07/03/2024
630428,07/01/2024,2024-06,323,525,289969,"Vendor Assigned",daily,NULL,2024-07-05,2024-07-05,2024-07-07,2729.96,1,07/01/2024,07/03/2024
630451,07/01/2024,2024-06,321,522,288903,"Rental Ended",daily,NULL,2024-07-02,2024-07-02,2024-07-03,157.99,1,07/01/2024,07/03/2024
630637,07/01/2024,2024-06,322,523,289944,"Vendor Assigned",daily,NULL,2024-07-04,2024-07-05,2024-07-07,417.98,1,07/01/2024,07/03/2024
